baseline_model,models,n_fit,min_fit_N,max_ed_N,fit_dmrg_N,weighting,bootstrap_stratify,bootstrap,seed,M00_mean,M00_std,M00_p16,M00_p84,M00_p025,M00_p975,sys_model_std,sys_x_jackknife,total,target
u2,lin u2 u3,72,12,20,30 40 60 80,x_source,x_source,2000,0,0.47983748495478173,0.05383327705512274,0.4278475013861622,0.5322107031072347,0.37175903491470874,0.5868989560883967,0.05503105891015947,0.0327795574723312,0.08367161138252872,0.5641895835477563
