baseline_model,models,n_fit,min_fit_N,max_ed_N,fit_dmrg_N,weighting,bootstrap_stratify,bootstrap,seed,M00_mean,M00_std,M00_p16,M00_p84,M00_p025,M00_p975,sys_model_std,sys_x_jackknife,total,target
u2,lin u2 u3,80,10,20,30 40 60 80,x_source,x_source,2000,0,0.466935717739879,0.04564018595770011,0.4205400483701427,0.5128156182804093,0.3767961245780233,0.5487139482924128,0.054200799595453965,0.033035579138041324,0.07817993821963408,0.5641895835477563
