baseline_model,models,n_fit,min_fit_N,max_ed_N,fit_dmrg_N,weighting,bootstrap_stratify,bootstrap,seed,M00_mean,M00_std,M00_p16,M00_p84,M00_p025,M00_p975,sys_model_std,sys_x_jackknife,total,target
u2,lin u2 u3,56,16,20,30 40 60 80,x_source,x_source,2000,0,0.5023369752925861,0.06877576965945771,0.43482448764971793,0.5708772214864849,0.3706326331827334,0.6341717529030981,0.05408404084978455,0.03099948873889154,0.092823263619443,0.5641895835477563
