baseline_model,models,n_fit,min_fit_N,max_ed_N,fit_dmrg_N,weighting,bootstrap_stratify,bootstrap,seed,M00_mean,M00_std,M00_p16,M00_p84,M00_p025,M00_p975,sys_model_std,sys_x_jackknife,total,target
u2,lin u2 u3,64,14,20,30 40 60 80,x_source,x_source,2000,0,0.4909560659046645,0.05960848238639943,0.43060764677738395,0.5495832699600607,0.3731083463252726,0.6037930875015759,0.05469989125848606,0.03204023125218629,0.08701623810986928,0.5641895835477563
